[11C-]#[O+]
[11CH3]n1nnc(-c2ccc3c(c2)c(C2CCN(CCN4CCNC4=O)CC2)cn3-c2ccc(F)cc2)n1
[11CH3]n1nnc2ccc([C@@H](c3ccc(Cl)cc3)n3cncn3)cc21
[11CH3]n1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21
[11CH3]NC(=O)[C@@H](Cc1ccccc1Cl)CN1CCC2(CC1)OCCc1cc(F)sc12
[11CH3]NC(=O)[C@@H](Cc1ccccc1F)CN1CCC2(CC1)OCCc1cc(F)sc12
[11CH3]NC(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
[11CH3]NC(=O)c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1
[11CH3]NC[C@@H](O)CC12CCC(c3ccccc31)c1ccccc12
[11CH3]NC[C@@H](O)CN1c2ccccc2CCc2ccccc21
[11CH3]NC[C@H](O)c1ccc(O)c(O)c1
[11CH3]NC1(c2ccccc2)CCCCC1=O
[11CH3]Nc1ccc(-c2cc3cc(O)ccc3o2)cc1
[11CH3]Nc1ccc(-c2ccc3ccccc3n2)cc1
[11CH3]Nc1ccc(-c2nc3c(O)cccc3s2)cc1
[11CH3]Nc1ccc(-c2nc3cc(F)ccc3s2)cc1
[11CH3]Nc1ccc(-c2nc3cc(F)ccc3s2)cc1Br
[11CH3]Nc1ccc(-c2nc3cc(F)ccc3s2)cc1Cl
[11CH3]Nc1ccc(-c2nc3cc(O)ccc3s2)cc1
[11CH3]Nc1ccc(-c2nc3ccc(O)cc3s2)cc1
[11CH3]Nc1ccc(-c2nc3ccc(O)cc3s2)cn1
[11CH3]Nc1ccc(-c2nc3cccc(O)c3s2)cc1
[11CH3]Nc1ccc(-c2nc3ccccc3s2)cc1F
[11CH3]Nc1ccc(/C=C/c2ccc(N)cc2)cc1
[11CH3]Nc1ccc(/C=C/c2ccc(O)cc2)cc1
[11CH3]Nc1ccc(C(=O)C2CCN([C@H]3Cc4ccccc4C[C@@H]3O)CC2)cc1
[11CH3]Nc1ccc(Cc2cccc(-c3c(O)c4ccc(Cl)cc4[nH]c3=O)c2)cc1
[11CH3]Nc1ccc(CCCC(=O)N2CCC[C@H]2C(=O)N2CCCC2)cc1
[11CH3]Nc1cccc(C(=O)O[C@H]2CN3CCC2CC3)c1
[11CH3]NCCCN1c2ccccc2CCc2ccccc21
[11CH3]OC(=O)[C@@H]1C2CCC(C[C@@H]1c1cccc(/C=C/Br)c1)N2
[11CH3]OC(=O)[C@@H]1C2CCC(C[C@@H]1c1cccc(/C=C/I)c1)N2
[11CH3]OC(=O)c1c(NC(=O)C23CC4CC(CC(O)(C4)C2)C3)sc2c1CCCC2
[11CH3]OC(=O)C1C2CCC(CC1c1ccc(/C=C\I)cc1)N2
[11CH3]OC(=O)c1cnc2n1CCc1ccccc1C2=C1CCN(CCc2ccc(OCc3ccc4ccccc4n3)cc2)CC1
[11CH3]Oc1c(F)ccc(F)c1C1CCN(c2ccn3c(CC4CC4)nnc3c2C(F)(F)F)CC1
[11CH3]Oc1c(F)ccc(F)c1C1CCN(c2ccn3c(CC4CC4)nnc3c2Cl)CC1
[11CH3]Oc1cc(/C=C/c2ccc(O)cc2)ccc1/C=C/c1ccc(O)cc1
[11CH3]Oc1cc(C(=O)c2cccs2)cc(O)c1-c1cc(Cl)cc(Cl)c1
[11CH3]Oc1cc(C(O)c2cccs2)cc(O)c1-c1cc(Cl)cc(Cl)c1
[11CH3]Oc1cc(F)cc(F)c1C1CCN(c2ccn3c(CC4CC4)nnc3c2Cl)CC1
[11CH3]Oc1cc(NC(=O)c2ccccn2)ccc1Cl
[11CH3]Oc1ccc(-c2c(C#N)c(C(=O)NN3CCCC3)nn2-c2ccc(Cl)cc2Cl)cc1
[11CH3]Oc1ccc(-c2c(C#N)c(C(=O)NN3CCCC3)nn2-c2ccccc2Br)cc1
[11CH3]Oc1ccc(-c2c(C#N)c(C(=O)NN3CCCCC3)nn2-c2ccc(Cl)cc2Cl)cc1
[11CH3]Oc1ccc(-c2c(C#N)c(C(=O)NN3CCCCC3)nn2-c2ccccc2Br)cc1
[11CH3]Oc1ccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)nc3o2)cc1
[11CH3]Oc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3ccncc3)CC2)cc1
[11CH3]Oc1ccc(-c2ccccc2N2CCN(CCOCCC(=O)NCc3ccncc3)CC2)cc1
[11CH3]Oc1ccc(-c2ccccc2N2CCNCC2)cc1
[11CH3]Oc1ccc(-c2cn([C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)nn2)cc1
[11CH3]Oc1ccc(-n2c(CCN3C(=O)c4cccc(-c5ccncc5)c4C3=O)nc3ccccc3c2=O)cc1
[11CH3]Oc1ccc(C(=O)CCCCCCC(=O)NO)cc1
[11CH3]Oc1ccc(Cc2cccc(-c3c(O)c4ccc(Cl)cc4[nH]c3=O)c2)cc1
[11CH3]Oc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1
[11CH3]Oc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OO
[11CH3]Oc1ccc(CN2CCN(Cc3cc4ccccc4o3)CC2)cc1
[11CH3]Oc1ccc(F)c(F)c1C1CCN(c2ccn3c(CC4CC4)nnc3c2Cl)CC1
[11CH3]Oc1ccc(F)cc1C[C@](O)(C1CCCC1)[C@@H]1CNCCO1
[11CH3]Oc1ccc(F)cc1C1CCN(c2ccn3c(CC4CC4)nnc3c2Cl)CC1
[11CH3]Oc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1F
[11CH3]Oc1ccc2c(c1)CCN(CCCc1c[nH]c3ccc(Br)cc13)C2
[11CH3]Oc1ccc2c(c1)CCN(CCCc1c[nH]c3ccc(F)cc13)C2
[11CH3]Oc1ccc2c(c1)CCN(CCCc1c[nH]c3ccc(I)cc13)C2
[11CH3]Oc1ccc2cc(-c3cn([C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)nn3)ccc2c1
[11CH3]Oc1cccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)nc3o2)c1
[11CH3]Oc1cccc(C(=O)NCCN2CCN(c3ncccc3C#N)CC2)c1
[11CH3]Oc1cccc(CC[C@@](N)(C(=O)O)[C@H]2C[C@@H]2C(=O)O)c1
[11CH3]Oc1cccc(F)c1C1CCN(c2ccn3c(CC4CC4)nnc3c2Cl)CC1
[11CH3]Oc1cccc2c1CCN(CCCc1c[nH]c3ccc(Br)cc13)C2
[11CH3]Oc1cccc2c1CCN(CCCc1c[nH]c3ccc(F)cc13)C2
[11CH3]Oc1cccc2c1CCN(CCCc1c[nH]c3ccc(I)cc13)C2
[11CH3]Oc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1
[11CH3]Oc1ncccc1-c1cccc2c(N)c3c(nc12)CN(C1CCC1)C3=O
[11CH3]OCc1cccnc1N1CCN(C[C@H]2COc3ccccc3O2)CC1
[11CH3]SC(=N)N
[11CH3]Sc1ccc([C@@H]2CN3CCC[C@@H]3c3ccccc32)cc1
[11CH3]SCC[C@H](N)C(=O)O
[123I-].[Na+]
[123I]c1cncc(OC[C@@H]2C=CCN2)c1
[123IH]
[124I-].[Na+]
[125I-].[Na+]
[125I]c1ccc(/C=C/c2ccc(-c3cccs3)s2)cc1
[125I]c1ccc(CN2CCC3(CC2)OCc2ccccc23)cc1
[125I]c1ccc(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1
[125I]c1ccc2nc(-c3ccc(-c4cccs4)s3)sc2c1
[125I]c1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1
[125I]c1occc1-c1cnc2c(c1)CC1(CN3CCC1CC3)O2
[125IH]
[127Xe]
[131Cs]
[131I-].[Na+]
[133Xe]
[13NH3]
[14CH3]n1cnc2c(Cl)ncnc21
[14CH3]n1cnc2ncnc(Cl)c21
[14CH3]SCC[C@@H](N)C(=O)O
[15OH2]
[17F]CCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21
[17F]CCOc1ccc(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1
[17F]CCOCCOCCOc1ccc(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1
[18F-].[Na+]
[18F]c1cc(-c2cc(OC[C@@H]3CCN3)cnc2Cl)ccn1
[18F]c1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1
[18F]c1ccc(-c2nc3ccccc3s2)cc1
[18F]c1ccc(-c2nnc(N3CCN4CCC3CC4)o2)cc1
[18F]c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
[18F]c1ccc(CC2CCNCC2)cc1
[18F]c1ccc(CN2CCN(c3ccc4c(c3)OCCO4)CC2)cc1
[18F]c1ccc(CN2CCN(c3ccc4c(c3)OCCO4)CC2)cn1
[18F]c1ccc(OC[C@@H]2CCN2)cn1
[18F]c1cccc(N2CCN(Cc3cc4ccccn4n3)CC2)n1
[18F]c1cccc(N2CCN(Cc3cnn4ccccc34)CC2)n1
[18F]c1ccccc1-c1cnc2c(c1)CC1(CN3CCC1CC3)O2
[18F]C1CCN(Cc2ccc(OCCCN3CCCCC3)cc2)CC1
[18F]c1ncccc1OC[C@@H]1C=CCN1
[18F]c1ncccc1OC[C@@H]1CCN1
[18F]CC12NC(Cc3ccccc31)c1ccccc12
[18F]CC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21
[18F]CCc1ccc(C2(N3CCCCC3)CCCCC2)s1
[18F]CCC1CCN(c2ccn3c(n2)nc2ccccc23)CC1
[18F]CCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21
[18F]CCCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21
[18F]CCCCc1ccc(CCOc2ncnc3ccccc23)cc1
[18F]CCCCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21
[18F]CCCCCc1ccc(CCOc2ncnc3ccccc23)cc1
[18F]CCn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1
[18F]CCn1ccc2ccc(-c3nnc(N4CCN5CCC4CC5)o3)cc21
[18F]CCOc1ccc(CN2CCC3(CC2)OCc2ccccc23)cc1
[18F]CCOc1ccc(CN2CCN(Cc3cc4ccccc4o3)CC2)cc1
[18F]CCOc1ccc(N2CCN(Cc3cc4ccccn4n3)CC2)cc1
[18F]CCOc1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1
[18F]CCOc1ccccc1N1CCN(Cc2cnn3ccccc23)CC1
[18F]CCOCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1
[18F]CCOCCO/N=C1/C=C(C#Cc2ccccn2)CCC1
[18F]CCOCCOCCOc1ccc(C#Cc2ccc3[nH]ccc3c2)cc1
[18F]CCOCCOCCOc1ccc(C#Cc2ccc3c(c2)CCN3)cc1
[18F]CCOCCOCCOc1ccc(CN2CCC3(CC2)OCc2ccccc23)cc1
[18FH]
[223Ra]
[223Ra+2].[Cl-].[Cl-]
[22Na+].[Cl-]
[2H]/C(c1nc[nH]c1C(C)(C)C)=c1/[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O
[2H][C@@](CCC)(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
[2H][C@@](N)(CF)C(=O)O
[2H][C@@](O)(c1ccc(-c2ccc([C@H](N[C@@H](CC(C)(C)F)C(=O)NC3(C#N)CC3)C(F)(F)F)cc2)cc1)C(F)F
[2H][C@@]1(C)Cn2ncc(C3CCN(S(C)(=O)=O)CC3)c2CN1c1cc(Cl)nc2[nH]ccc12
[2H][C@@]1(c2ccc(Cl)c(Cc3ccc(OCC)cc3)c2)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
[2H][C@@H](CC(C)C)[C@H]([2H])[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
[2H][C@@H](NC(=S)SC)c1c[nH]c2ccccc12
[2H][C@@H]1CC[C@@H](c2ccccn2)N1C
[2H][C@](O)(c1ccc(-c2ccc([C@H](N[C@@H](CC(C)(C)F)C(=O)NC3(C#N)CC3)C(F)(F)F)cc2)cc1)C(F)F
[2H][C@H](CC(C)C)[C@@H]([2H])[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
[2H][C@H](NC(=S)SC)c1c[nH]c2ccccc12
[2H][C@H]1C2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]2[C@@H]1C(=O)OC
[2H][C@H]1CC[C@@H](c2ccccn2)N1C
[2H]C([2H])([18F])Oc1nc(NCCc2ccc(F)cc2)nc(-c2ccc(Cl)c(C(C)(C)O)c2)n1
[2H]C([2H])([2H])/C=C(\c1ccccc1)c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1
[2H]C([2H])([2H])[C@H](O)C([2H])([2H])CCCn1c(=O)c2c(ncn2C)n(C)c1=O
[2H]C([2H])([2H])[N+](CCO)(C([2H])([2H])[2H])C([2H])([2H])[2H]
[2H]C([2H])([2H])C([2H])([2H])/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCNC(=O)c1cccnc1
[2H]C([2H])([2H])C([2H])([2H])c1cc(OC(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2
[2H]C([2H])([2H])C([2H])([2H])NC(=O)Nc1nc2cc(-c3cncc(F)c3)cc(-c3ncccn3)c2[nH]1
[2H]C([2H])([2H])C([2H])([2H])Oc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
[2H]C([2H])([2H])C([2H])(c1ccccc1-c1ncc(C)c(NC(C)(C)c2ccc(-n3ccnn3)cc2)n1)C([2H])([2H])[2H]
[2H]C([2H])([2H])C([2H])(c1ccccc1-c1ncc(C)c(NCc2ccc(-n3ccnn3)cc2)n1)C([2H])([2H])[2H]
[2H]C([2H])([2H])C([2H])(n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21)C([2H])([2H])[2H]
[2H]C([2H])([2H])C([2H])(NC(=O)C1CCN(C(=O)c2cc3sc(Br)cc3n2Cc2ccc(OC)cc2)CC1)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(c1cc(-c2ccc[nH]c2=O)cc(/C=C/c2ccc(NS(C)(=O)=O)cc2)c1OC)(C([2H])([2H])[2H])C([2H])([2H])[2H]
[2H]C([2H])([2H])C(c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)(C([2H])([2H])[2H])C([2H])([2H])[2H]
[2H]C([2H])([2H])C(c1ccccc1-c1ncc(C)c(NCc2ccc(-n3ccnn3)cc2)n1)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(c1nccc(-c2sc(NC(=O)N3CCC[C@H]3C(=O)O)nc2C)n1)(C([2H])([2H])[2H])C([2H])([2H])[2H]
[2H]C([2H])([2H])C(c1nccc(-c2sc(NC(=O)N3CCC[C@H]3C(N)=O)nc2C)n1)(C([2H])([2H])[2H])C([2H])([2H])[2H]
[2H]C([2H])([2H])C(c1nccc(-c2sc(NC(=O)N3CCC[C@H]3C(N)=O)nc2C)n1)(C([2H])([2H])[2H])C([2H])([2H])O
[2H]C([2H])([2H])C(NC(=O)c1cc(-c2cc3c(C(=O)NC)c(-c4ccc(F)cc4)oc3nc2CCC(F)(F)F)ccc1OC)(c1ncon1)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(NC(=O)c1cc(-c2cc3c(C(=O)NC)c(-c4ccc(F)cc4)oc3nc2CCC(F)(F)F)cnc1OC)(c1ncon1)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(NC(=O)c1cccc(-c2cc3c(C(=O)NC)c(-c4ccc(F)cc4)oc3nc2CCC(F)(F)F)c1)(c1ncon1)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(Nc1cccnc1N(C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@@H](C/C=C/C(O)(C(C)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](F)C3=C)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@@H](C/C=C/C(O)(C(C)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)C3=C)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@@H](C/C=C/C(O)(C(C)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@@H](C/C=C\C(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](F)C3=C)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@@H](C/C=C\C(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)C3=C)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@@H](C/C=C\C(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@@H](CC#CC(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](F)C3=C)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@@H](CC#CC(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)C3=C)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@@H](CC#CC(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@@H](CC#CC(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3C[C@H](O)C[C@@H](O)C3)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@@H](CCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)C3=C)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@@H](CCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@H](C/C=C/C(O)(C(C)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](F)C3=C)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@H](C/C=C/C(O)(C(C)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)C3=C)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@H](C/C=C/C(O)(C(C)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@H](C/C=C\C(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](F)C3=C)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@H](C/C=C\C(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)C3=C)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@H](C/C=C\C(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@H](CC#CC(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](F)C3=C)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@H](CC#CC(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)C3=C)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@H](CC#CC(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@H](CC#CC(O)(C(F)(F)F)C(F)(F)F)[C@H]1CC[C@H]2/C(=C/C=C3C[C@H](O)C[C@@H](O)C3)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)C3=C)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCC[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCCC(CCCC(O)(C([2H])([2H])[2H])C([2H])([2H])[2H])[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C(O)(CCO[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)C3=C)CCC[C@]12C)C([2H])([2H])[2H]
[2H]C([2H])([2H])C1([2H])N(c2cc(-c3cc(C(F)(F)F)c4c(N)ncnn34)ccc2C#N)C(=O)C(C)(C)OC1([2H])[2H]
[2H]C([2H])([2H])C1([2H])N(c2cc(-c3cc(Cl)c4c(N)ncnn34)ccc2C#N)C(=O)C(C)(C)OC1([2H])[2H]
[2H]C([2H])([2H])C1(C([2H])([2H])[2H])CC(=O)C=C(C)[C@]1(O)/C=C/C(C)=C\C(=O)N[C@@H](C)C(=O)O
[2H]C([2H])([2H])C1(C([2H])([2H])[2H])CC(=O)C=C(C)[C@]1(O)/C=C/C(C)=C\C(=O)N[C@H](C)C(=O)O
[2H]C([2H])([2H])c1[nH]nc2c1C(c1cc(-c3ccc(S(=O)(=O)N(C)C)s3)cc(C(F)(F)F)c1)(C(C)C)C(C#N)=C(N)O2
[2H]C([2H])([2H])C1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1([2H])[2H]
[2H]C([2H])([2H])C1=C(C)C(=O)C(CC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C(=O)O)=C(C([2H])([2H])[2H])C1=O
[2H]C([2H])([2H])C1=C(C)C(=O)C(CC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)=C(C([2H])([2H])[2H])C1=O
[2H]C([2H])([2H])C1=C(C)C(=O)C(CC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)CO)=C(C([2H])([2H])[2H])C1=O
